Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
CM TV,CMTV8,425596974169944,TV_CHANNEL,PT,"CMTV, o canal do jornal Correio da Manhã, conta com uma vasta equipa de profissionais que todos os dias produzem informação e entretenimento a pensar em si.",2012-11-03 18:04:00,654189,751882,2022-01-04 11:37:09 WET,2022-01-04,11:37:09,Link,208,92,76,7,3,1,29,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/425596974169944/posts/4886588794737384,Rui Rio teve dificuldade em sair da teia que André Ventura montou para o debate entre o líder da oposição à direita e o seu principal desafiador. Possibilidade de acordo pós-eleitoral não foi posta de parte pelo líder do PSD. Na SÁBADO,https://www.sabado.pt/portugal/detalhe/ventura-abriu-o-alcapao-de-onde-rio-quase-nao-saiu?utm_source=Facebook&utm_medium=Social&utm_campaign=dbi_cruzados&utm_content=CMTV,,,Debate. Ventura abriu o alçapão de onde Rio (quase) não saiu,Rui Rio teve dificuldade em sair da teia que André Ventura montou para o debate entre o líder da oposição à direita e o seu principal desafiador. Possibilidade de acordo pós-eleitoral não foi posta de parte pelo líder do PSD.,,,,208,1.79
José Gusmão,josegusmao76,181251265631963,POLITICIAN,PT,José Gusmão é Eurodeputado pelo Bloco de Esquerda. É Vice-Presidente e Coordenador do Grupo da Esquerda na Comissão dos Assuntos Económicos e Monetários (ECON) e integra a Comissão de Emprego e Assuntos Sociais (EMPL) e a delegação UE-EUA.,2016-09-08 14:48:26,10816,11001,2022-01-04 14:09:58 WET,2022-01-04,14:09:58,Photo,207,162,12,17,15,0,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/181251265631963/posts/1289932068097205,"""Quando Ventura caluniou uma família negra em direto na TV, nem o contendor Marcelo nem quem comentou e noticiou a seguir relevaram o facto. Pouco pode pois surpreender que, um ano depois, a sua tática de mentira e lamaçal seja consagrada como ""eficaz"" e haja até quem graças a ela o apelide de ""killer""."" https://www.dn.pt/opiniao/o-killer-ventura-e-a-normalizacao-da-mentira-14459229.html?s=09",https://www.facebook.com/josegusmao76/photos/a.339395063150915/1289932031430542/?type=3,,,,,,,,207,1.74
Correio da Manhã,cmjornal,469974510474,TOPIC_NEWSPAPER,PT,"Correio da Manhã, o jornal líder de audiências em Portugal, feito por pessoas a pensar em pessoas.
Site: https://www.cmjornal.pt",2010-02-12 09:43:08,1522640,1559996,2022-01-04 14:40:01 WET,2022-01-04,14:40:01,Link,202,27,98,7,0,1,54,3,11,1,,-,0,0,0,N/A,https://www.facebook.com/469974510474/posts/10166246465580475,"Mensagem do secretário-geral do PS surgiu em reação ao debate entre Rui Rio e o líder do Chega, André Ventura",https://www.cmjornal.pt/politica/detalhe/costa-acusa-rio-de-se-dispor-a-negociar-prisao-perpetua-por-conveniencia-eleitoral,,,Costa acusa Rio de se dispor a negociar prisão perpétua por conveniência eleitoral,"Mensagem do secretário-geral do PS surgiu em reação ao debate entre Rui Rio e o líder do Chega, André Ventura.",,,,202,-1.05
Bruno Nunes - Chega,PorPortugalCHEGA,379660785823837,POLITICIAN,PT,Vereador do Partido Chega,2017-12-08 12:33:14,3855,4214,2022-01-03 14:27:23 WET,2022-01-03,14:27:23,Native Video,198,163,7,22,3,0,0,0,0,3,owned,Yes,784,1459,0,00:01:00,https://www.facebook.com/379660785823837/posts/1362038100919429,Mercado de Azeitão Dia 2 de Janeiro de 2022! Contacto com a população d entrega de flyers com principais medidas do Chega ! Dia 30 vamos levar André Ventura a Primeiro Ministro! Setúbal vai tremer! #CHEGA #AndréVentura #PorPortugalPelosPortugueses #UmPartidoUmLíderUmDestino #DitaduradeEsquerda #VenezuelizaçãodePortugal #BrunoNunes #Tremersetúbal #legislativas2022 #setúbal,https://www.facebook.com/PorPortugalCHEGA/videos/688965315593901/,,,,,,,,198,1.48
Semanário SOL,jornalsol,54634527350,MEDIA_NEWS_COMPANY,PT,"As notícias de última hora e do dia que estão a marcar a actualidade. O seu ponto de encontro na web.

",2009-02-25 16:27:38,680180,675873,2022-01-03 22:08:10 WET,2022-01-03,22:08:10,Link,195,58,67,3,3,2,59,0,2,1,,-,0,0,0,N/A,https://www.facebook.com/54634527350/posts/10159842454487351,André Ventura afirma que Rui Rio quer ser “vice-primeiro-ministro de António Costa“.,https://sol.sapo.pt/artigo/758092/nao-quero-ir-para-o-poder-a-qualquer-preco-diz-rui-rio,,,"‘Não quero ir para o poder a qualquer preço‘, diz Rui Rio",,,,,195,2.79
João Tilly,JoaoTillyOficial,100044224609642,ACTIVITY_GENERAL,PT,"Combatente a favor do Espírito Critico e contra o Pensamento Único.
Professor de matemática, eng ",2018-08-21 14:42:44,69737,98702,2022-01-06 23:15:11 WET,2022-01-06,23:15:11,Photo,194,117,34,9,0,0,10,4,20,0,,-,0,0,0,N/A,https://www.facebook.com/100044224609642/posts/460441308773352,,https://www.facebook.com/photo.php?fbid=4993757310655743&set=p.4993757310655743&type=3,,,João,"Na RTP1 paga 3 vezes por ano pelos nossos impostos está a dar o tempo de antena do Berloque da Canhota.
- 5 min até se insultar André Ventura!
Hoje com a Catatua Deslandes.",,,,194,-1.14
Jornal Económico,JornalEconomico,481006665428991,MEDIA_NEWS_COMPANY,PT,"A melhor informação sobre economia, política e negócios.",2016-08-23 16:16:16,420814,442036,2022-01-03 22:39:56 WET,2022-01-03,22:39:56,Link,188,49,100,3,4,0,29,2,1,0,,-,0,0,0,N/A,https://www.facebook.com/481006665428991/posts/1789740451222266,"No debate televisivo entre os dois líderes de direita, Rui Rio considerou o partido de André Ventura ""instável"", acusando o Chega de ter desestabilizado o acordo entre nos Açores à primeira oportunidade que teve.",https://jornaleconomico.sapo.pt/noticias/rui-rio-afasta-coligacoes-com-o-chega-apos-as-legislativas-826707?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1641247959,,,Rui Rio afasta coligações com o Chega após as legislativas,,,,,188,3.42
LIVRE,LIVREoficialpt,223731004466825,POLITICAL_PARTY,PT,Página Oficial do LIVRE no Facebook,2013-11-16 12:18:20,28634,30645,2022-01-05 12:05:28 WET,2022-01-05,12:05:28,Photo,183,134,30,14,4,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/223731004466825/posts/2047242325449008,"👉🏼 Hoje, Rui Tavares vai estar presente em mais um debate! #Legislativas2022 #botaacima #PartidoLIVRE",https://www.facebook.com/LIVREoficialpt/photos/a.249177145255544/2047242312115676/?type=3,,"Rui Tavares debate com André Ventura, quarta-feira, 5 de janeiro às 22h00 na CNN CNN",,,,,,183,3
ionline.pt,ionline.jornal,722620257813366,TOPIC_NEWSPAPER,PT,"Jornal de notícias de Portugal e do Mundo. Tudo sobre Política, Desporto, Dinheiro, Tecnologia, Lifestyle, Surf, Running, Viagens, Opinião e muito mais.",2014-10-08 11:12:28,204418,203030,2022-01-04 12:46:07 WET,2022-01-04,12:46:07,Link,181,32,90,4,2,0,48,1,4,0,,-,0,0,0,N/A,https://www.facebook.com/722620257813366/posts/6682037015204964,,https://ionline.sapo.pt/artigo/758150/o-banha-da-cobra-arrumou-rio-que-estupidamente-se-deixou-arrumar-diz-ana-gomes-sobre-debate-entre-ventura-e-rio?seccao=Portugal_i,,,"“O banha-da-cobra arrumou Rio, que estupidamente se deixou arrumar“, diz Ana Gomes sobre debate entre Ventura e Rio",Ana Gomes comentou debate.,,,,181,5.32
esquerda.net,esquerda.net,116426248469551,TOPIC_NEWSPAPER,PT,"O esquerda.net é um portal de informação alternativa
",2011-11-13 15:59:47,107056,112370,2022-01-03 23:09:09 WET,2022-01-03,23:09:09,Link,179,110,32,7,0,0,5,11,13,1,,-,0,0,0,N/A,https://www.facebook.com/116426248469551/posts/4553032564808875,"Um debate onde o país não existiu: Da ""subsidiodependência"" à prisão perpétua, da redução de deputados à redução de vereadores, Rui Rio e André Ventura falaram e concordaram sobre tudo um pouco. Só faltou o país.",https://www.esquerda.net/artigo/um-debate-onde-o-pais-nao-existiu/78711?utm_source=dlvr.it&utm_medium=facebook,,,Um debate onde o país não existiu,"Da ""subsidiodependência"" à prisão perpétua, da redução de deputados à redução de vereadores, Rui Rio e André Ventura falaram e concordaram sobre tudo um pouco. Só faltou o país.",,,,179,3.31
Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,759793,795770,2022-01-03 22:46:54 WET,2022-01-03,22:46:54,Photo,175,45,97,3,1,3,21,0,5,0,,-,0,0,0,N/A,https://www.facebook.com/43218682948/posts/10159303561692949,"RIO REJEITA ""COLIGAÇÃO"" COM O CHEGA, MAS NÃO FECHA TODAS AS PORTAS Deve o PSD impor linhas vermelhas e excluir o Chega na hora de olhar para o lado para formar governo? Esta era a pergunta para um milhão de euros que pairava no debate desta noite entre Rui Rio e André Ventura - e Rui Rio pouco esclareceu. No frente a frente que teve lugar esta segunda-feira na SIC, o líder do PSD, que ganhou o congresso do partido com uma moção onde se lê que quer uma ""nova maioria sem linhas vermelhas"" e assente no diálogo ""à esquerda e à direita"", fechou apenas uma porta a sete chaves: não aceitará nenhuma coligação de governo com o Chega, em que o Chega tenha ministérios. Isso não. André Ventura insiste que é isso que quer, ao mesmo tempo que se disponibiliza para negociar com o PSD e chegar a meios caminhos no ""day after"". E Rui Rio aceita essa negociação? Foi aí que Rui Rio foi menos claro. Se por um lado disse não querer “ir para o poder a qualquer preço, como António Costa fez em 2015”, por outro tentou pôr as fichas todas no apelo ao voto útil, dizendo que um voto no Chega é um voto a menos na tentativa de tirar António Costa do poder. Para além disso, Rui Rio não se distinguiu com clareza daquilo que são as bandeiras de Ventura. ""Rui Rio não é capaz de dizer em que é que o Chega é tão radical"", foi atirando Ventura por várias vezes durante o debate, acusando Rio de estar mais próximo do PS do que da direita e de querer ser ""vice-primeiro-ministro"" de António Costa (um argumento 'roubado' a Paulo Rangel na disputa das diretas). Em temas como a prisão perpétua (onde Rio admite um meio termo, como acontece na ""maior parte dos países da Europa""); a subsidiodependência, onde Rio defende uma maior fiscalização (mas sem cortar apoios), ou a redução do número de deputados, que Rio defende, mas de forma mais moderada do que o Chega, o líder do PSD foi levado a explicar-se mas, sem muito tempo para minudências, acabaria enredado no ponto que André Ventura queria: provar que não há assim tanto que os afaste. O equilíbrio foi feito como se Rui Rio estivesse em cima de arame fino: o líder do PSD tinha a difícil tarefa de se demarcar de Ventura para não dar argumentos ao PS e à esquerda de que estará em curso uma aproximação do PSD à extrema-direita, ao mesmo tempo que não queria deixar fugir dali votos preciosos para Ventura. Chamando-lhe ""instável"" (dando o exemplo dos Açores) e ""anti-regime"", Rio procurou demarcar-se. Dizendo que ""se o eleitorado votar muito no Chega e menos no PSD e CDS está a dificultar imenso a saída de António Costa"", Rio procurou apelar ao voto útil. Ao dizer que é o Chega que tem de ver ""qual é o programa que gosta mais"", se o do PSD ou o do PS, procurou inverter o ónus e encostar Ventura às cordas, mas no equilíbrio em cima da corda nem um nem outro foram taxativos com medo de caírem. ""O Chega só aceita um goveno de direita em que possa fazer transformações"", disse Ventura, recusando vir a ser ""muleta"" do PSD mas rejeitando responder se isso é condição sine qua non para viabilizar, ou não, um governo de Rio. Essa porta, pelo menos, Rio fechou. Sobram as janelas. Texto: Rita Dinis Foto: PSD Nota: o site do Expresso encontra-se temporariamente indisponível, pelo que estamos a usar as nossas redes sociais para lhe trazer as notícias do dia. Fique connosco. #liberdadeparainformar #Legislativas2022 #psd #CHEGA",https://www.facebook.com/jornalexpresso/photos/a.378167197948/10159303561097949/?type=3,,,,,,,,175,2.36
Portugalex,Portugalexrtp,100044554234289,COMEDIAN,PT,Antena 1-7h55/12h20 Antena 3-8h10/13h20 António Machado/Manuel Marques Textos: Patrícia Castanheira,2011-06-01 20:30:42,55361,57328,2022-01-07 10:05:30 WET,2022-01-07,10:05:30,Photo,174,47,22,3,3,0,97,0,1,1,,-,0,0,0,N/A,https://www.facebook.com/100044554234289/posts/477306910431113,Portugalex pergunta Quem gosta mais de fotocópias? Sócrates ou Ventura?,https://www.facebook.com/photo.php?fbid=477306553764482&set=a.260498365445303&type=3,,"NOTICIASAOMINUTO.COM o que queria Sócrates quando pedia ""fotocópias"" ao amigo? i",Photos from Portugalex's post,,,,,174,-1.97
CORRUPÇÃO À VISTA DE TODOS. ACORDEM,Apodrecetuga,100065162134065,DIGITAL_CREATOR,PT,"URGENTE CAMPANHA POR PORTUGAL CONTRA CORRUPÇÃO DÉCADAS DO ARCO DO PODER PS PSD PCP BE
 VOTA CONTRA",2011-10-10 22:20:08,54002,53501,2022-01-07 09:27:16 WET,2022-01-07,09:27:16,YouTube,173,43,8,117,2,0,2,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/100065162134065/posts/293024592879610,"Há um caminho novo na politica em Portugal, pela primeira vez um politico teve a coragem de falar da corrupção dos intocáveis socialistas à frente de todo o país, nas barbas de todos os corruptos que votam no PS e que Costa chama de seus militantes mas não passam de traidores que votam em quem protege a pedofilia e a corrupção. Sem tabus nem medo, Ventura mostrou a Costa que realmente é muito perigoso não para a democracia, mas sim para a ditadura corrupta do PS. Militantes do PS e patriotas, votem contra o PS, votem por Portugal. TANTO DINHEIRO DO POVO QUE GASTA O PS PSD PCP E BE A ATERRORIZAREM OS PORTUGUESES, CUIDADO QUE O VENTURA É UM PERIGO PARA A DEMOCRACIA...SERÁ QUE É DESTA QUE OS PORTUGUESES PERCEBEM QUE ANDAM HÁ 50 ANOS A ACREDITAR NOS VERDADEIROS PERIGOS PARA A DEMOCRACIA E PARA PORTUGAL? ACORDEM QUE PODE SER A ÚLTIMA OPORTUNIDADE DE DERRUBAR ESTA GENTE Em 30 de Janeiro próximo não irei votar para eleger representantes ou legisladores e muito menos para escolher um bom governo. O meu voto servirá apenas para desalojar António Costa e o PS do poder, acabar com o pior governo dos últimos 40 anos e rejeitar um grupo de dirigentes políticos caracterizados pela sua falta de dignidade e sórdida ausência de escrúpulos e princípios morais ou éticos.""",https://www.youtube.com/watch?v=pgnzgbMITRA&list=PLPAKyd_5x-2vvR_kkZsmVQjMPx4OtukVf&index=1,,,"DEBATE DE VENTURA LEVA COSTA AO TAPETE, HUMILHADO NO ESCÂNDALO CASA PIA E OUTROS DE CORRUPÇÃO PS","Há um caminho novo na politica em Portugal, pela primeira vez um politico teve a coragem de falar da corrupção dos intocáveis socialistas à frente de todo o ...",,,,173,1.47
CHEGA - Porto,partidochegaporto,2378655615543268,POLITICAL_PARTY,PT,"-Redução drástica do numero de deputados à Assembleia da República
-Trabalho obrigatório nas prisões
-Castração química de Pedófilos
-Fim da asfixia fiscal",2018-12-19 11:14:28,3197,3342,2022-01-03 21:59:50 WET,2022-01-03,21:59:50,Photo,173,105,19,24,24,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/2378655615543268/posts/6727994903942629,André Ventura volta a vencer por KO,https://www.facebook.com/partidochegaporto/photos/a.2413795935362569/6727994833942636/?type=3,,Resultado final DEBATE CHEGA VS PSD 10-0 CHEGA,,,,,,173,8.24
Jornal de Notícias,jornalnoticias,216390522994,TOPIC_NEWSPAPER,PT,"Bem-vindo ao Facebook do Jornal de Notícias, um jornal de Portugal, de proximidade e de confiança.",2009-11-18 14:08:05,2268890,2284362,2022-01-05 23:30:02 WET,2022-01-05,23:30:02,Link,169,42,84,0,1,0,38,1,3,0,,-,0,0,0,N/A,https://www.facebook.com/216390522994/posts/10161802394987995,Debate Legislativas 2022,https://www.jn.pt/nacional/livre-ataca-maxima-salazarista-ventura-critica-programa-irresponsavel-14465481.html,,,"Livre ataca máxima salazarista, Ventura critica programa irresponsável","André Ventura foi acusado esta quarta-feira de ser ""o candidato do sistema"" e de recuperar uma máxima salazarista. Por sua vez, criticou Rui Tavares por apresentar nestas eleições ""o programa mais irresponsável que já viu na vida"" e ""mais anacrónico"", por prever subsídio de desemprego para q...",,,,169,1.4
TSF - Rádio Notícias,tsfradio,174996242665,RADIO_STATION,PT,"Tudo o que se passa passa na TSF     
www.tsf.pt",2009-11-18 00:38:36,477101,491136,2022-01-06 05:00:00 WET,2022-01-06,05:00:00,Link,168,43,106,0,2,0,16,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/174996242665/posts/10158636421662666,,https://www.tsf.pt/portugal/politica/ventura-como-candidato-do-sistema-trouxe-socrates-e-salgado-tavares-tirou-zero-do-programa-do-chega-14465233.html,,,Ventura como ″candidato do sistema″ trouxe Sócrates e Salgado. Tavares tirou ″zero″ do programa do Chega,Ventura diz que o Livre quer ″devolver a arte às colónias″. Rui Tavares ″compreende que o líder do Chega não queira falar″ de propostas.,,,,168,3.65
Polígrafo,jornalpoligrafo,258649144844557,TOPIC_NEWSPAPER,PT,"Página oficial do Polígrafo, o primeiro jornal português de fact-checking. Polígrafo - Em Nome da Verdade. Todos os dias. ",2018-10-18 14:31:26,119121,124893,2022-01-07 08:38:46 WET,2022-01-07,08:38:46,Link,167,30,86,9,0,1,39,0,2,0,,-,0,0,0,N/A,https://www.facebook.com/258649144844557/posts/916082065767925,"Questionado sobre ""como tenciona convencer os portugueses da democraticidade"" do Chega, na medida em que o lema do partido para as eleições legislativas - ""Deus, Pátria, Família e Trabalho"" - faz ressoar a memória histórica do ""salazarismo"" e do Estado Novo, André Ventura apoiou-se nas sondagens para ressalvar que ""não há 10% de fascistas em Portugal"". Embalado na resposta, garantiu mesmo que ""segundo todas as sondagens"", o Chega ""vai ser a terceira força política nacional"". Verdade ou mentira?",https://poligrafo.sapo.pt/fact-check/todas-as-sondagens-indicam-que-o-chega-vai-ser-a-terceira-forca-nacional?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1641544080,,,"""Todas as sondagens"" indicam que o Chega ""vai ser a terceira força nacional""? - Polígrafo","Questionado sobre ""como tenciona convencer os portugueses da democraticidade"" do Chega, na medida em que o lema do partido para as eleições legislativas - ""Deus, Pátria, Família e Trabalho"" - faz ressoar a memória histórica do ""salazarismo"" e do Estado Novo, André Ventura apoiou-se nas sondag...",,,,167,3.15
Semanário SOL,jornalsol,54634527350,MEDIA_NEWS_COMPANY,PT,"As notícias de última hora e do dia que estão a marcar a actualidade. O seu ponto de encontro na web.

",2009-02-25 16:27:38,680155,675854,2022-01-04 14:40:08 WET,2022-01-04,14:40:08,Link,161,16,83,14,1,1,26,17,3,0,,-,0,0,0,N/A,https://www.facebook.com/54634527350/posts/10159843410337351,"Enquanto 200 mil portugueses viam André Ventura e Catarina Martins a debater, quase 2 milhões viam o Big Brother Famosos. Em 1975 os números eram diferentes.",https://sol.sapo.pt/artigo/758164/entretenimento-esmaga-debates-politicos,,,Entretenimento esmaga debates políticos,,,,,161,2.48
CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155288,1138621,2022-01-07 00:41:56 WET,2022-01-07,00:41:56,Link,160,36,102,4,2,1,13,0,2,0,,-,0,0,0,N/A,https://www.facebook.com/101826228779402/posts/231634365798587,"António Costa entrou com um objetivo claro: desmontar o adversário. E, para isso, contornou mesmo a primeira pergunta sobre os infetados que ficarão impedidos de votar. A vacinação, disse, é a solução. Já com André Ventura na mira.",https://cnnportugal.iol.pt/videos/decisao-22-o-confronto-entre-antonio-costa-e-andre-ventura-na-integra/61d777820cf21847f0a38dac?utm_source=facebook&utm_medium=social&utm_campaign=ed-cnnportugal,,,Decisão 22: o confronto entre António Costa e André Ventura na íntegra,"António Costa entrou com um objetivo claro: desmontar o adversário. E, para isso, contornou mesmo a primeira pergunta sobre os infetados que ficarão impedidos de votar. A vacinação, disse, é a solução. Já com André Ventura na mira. O resumo do debate aqui.",,,,160,1.43
Ontem vi-te no Estádio da Luz,OntemViTeNoEstadioDaLuz,347101362025040,ACTIVITY_GENERAL,PT,Amor e napalm. ,2012-06-27 16:54:53,39988,39861,2022-01-08 12:35:17 WET,2022-01-08,12:35:17,Photo,160,101,21,4,12,0,18,1,0,3,,-,0,0,0,N/A,https://www.facebook.com/347101362025040/posts/4649620565106410,"FRENOLOGIA Basta olhar para as caras, para os crânios, das pessoas que rodeiam e apoiam André Ventura para perceber o principal problema do mundo que são dois: 1) os atrasados mentais gostam de ditadores porque estes lhes transmitem uma sensação de segurança que eles almejam por terem medo do mundo por serem atrasados mentais; 2) há muitos atrasados mentais no mundo, o que obviamente é um problema porque leva a que Trumps, Bolsonaros, Vieiras, Pintos da Costa, Venturas possam mesmo chegar ao poder e foder isto tudo. Atente-se nos olhinhos perdidos de André Ventura. É um ser fraco, solitário, sem nenhum amor. Tivesse tido amor na infância e nunca o pequeno Andrezinho andaria nestes preparos políticos, a querer mostrar ao pai que ele também é forte, que ele também consegue, que ele também pode ser Presidente. Nunca, na história da Humanidade, houve um ditador que tivesse tido amor na infância. Tudo o que estes seres são devem-no à falta de abraços e beijinhos. Por isso o pobre Andrezinho odeia toda a gente porque cresceu em Mem Martins a ver as pretas nas ruas a carregar os filhos junto ao corpo, viu uma grande cantoria de ciganos que riam e dançavam, viu três ucranianos a mamar minis pingados de tinta, cansados, mas sorridentes, felizes. O Andrezinho chegava a casa e não percebia que amor era aquele que via nas ruas. É um ser pequenino, indigente, de uma fragilidade que dói. Ele só quer ser amado. Isto não teria problema nenhum se o nível médio de cognição da população fosse razoável para que toda a gente percebesse o que o Andrezinho quer fazer quando tiver o poder nas mãos. Infelizmente, o número de atrasados mentais é alto e portanto estamos sempre todos sujeitos a que o Andrezinho consiga chegar lá. O argumentário desta gente - desde Hitler a Pinto da Costa, passando por Ventura e Donaldo, Vieira ou Bolsonaro - é sempre o mesmo: ""somos anti-sistema"", ""está tudo contra nós"", ""só eu é que digo as verdades que o povo conhece"", blá blá blá. Mas curiosamente, milénios e milénios depois, continua a colher muito bem entre a malta dos crânios esquisitos e os olhos muito juntos.",https://www.facebook.com/OntemViTeNoEstadioDaLuz/photos/a.562772340457940/4649620508439749/?type=3,,NEMAS 희 LUSA LUSA,,,,,,160,1.47
Jornal Económico,JornalEconomico,481006665428991,MEDIA_NEWS_COMPANY,PT,"A melhor informação sobre economia, política e negócios.",2016-08-23 16:16:16,420808,442075,2022-01-04 13:46:26 WET,2022-01-04,13:46:26,Link,159,24,91,3,1,0,25,4,11,0,,-,0,0,0,N/A,https://www.facebook.com/481006665428991/posts/1790182914511353,"Na sua mensagem, o secretário-geral do PS considerou que o país assistiu “com surpresa, em direto e ao vivo, ao doutor Rui Rio, por conveniência ou necessidade eleitoral, a dispor-se a considerar com André Ventura diferentes modalidades para restabelecer a prisão perpétua”.",https://jornaleconomico.sapo.pt/noticias/costa-acusa-rio-de-se-dispor-a-transacionar-valores-humanistas-por-conveniencia-eleitoral-826900?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1641303682,,,Costa acusa Rio de se dispor a “transacionar” valores humanistas por conveniência eleitoral,,,,,159,2.89
Chega Açores,ChegaAcores,101991058085799,POLITICIAN,PT,"
",2020-03-02 14:06:29,13928,14173,2022-01-05 18:51:03 WET,2022-01-05,18:51:03,Photo,157,91,34,21,9,0,1,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/101991058085799/posts/441928634092038,Não perca hoje na CNN Portugal pelas 22h o frente a frente entre o André Ventura do CHEGA e Rui Tavares pela extrema-esquerda! #Chega #ChegaAçores #Açores #AndréVentura #Legislativas2022,https://www.facebook.com/ChegaAcores/photos/a.102052588079646/441928347425400/?type=3,,"HOJE às 22H00 na CNN PORTUGAL DEBATE CHEGA VS LIVRE CHEGA Hoje há novo debate na CNN Portugal! A partir das 22 horas, André Ventura enfrenta Rui Tavares, do LIVRE.",,,,,,157,-1.57
SAPO,sapo,250956600769,NEWS_SITE,PT,O SAPO é uma marca e um motor de busca criado na Universidade de Aveiro - http://www.sapo.pt/,2010-01-14 10:55:05,1188759,1190086,2022-01-07 10:15:27 WET,2022-01-07,10:15:27,Link,157,26,56,3,0,4,65,1,2,0,,-,0,0,0,N/A,https://www.facebook.com/250956600769/posts/10158699821305770,"Sim, segundo a análise do Polígrafo .",https://www.sapo.pt/noticias/atualidade/portugal-esta-a-crescer-acima-da-media-da_61d80184dd6ba82e31c0c0ea/snippet?utm_source=facebook_sapo&utm_medium=social&utm_campaign=social_sapo,,,"Portugal está ""a crescer acima da média da União Europeia"", como disse António Costa?","No duelo contra André Ventura, por entre uma série de feitos do Governo do PS elencados por António Costa, durante estes ""dois anos de luta intensa"", o primeiro-ministro destacou os números da vacinação contra a Covid-19, a taxa de desemprego e o crescimento económico do país ""acima da médi...",,,,157,3.14
Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760468,796541,2022-01-05 23:30:08 WET,2022-01-05,23:30:08,Link,157,55,67,2,1,0,30,0,1,1,,-,0,0,0,N/A,https://www.facebook.com/43218682948/posts/10159306760882949,"Foi um debate civilizado, em que Catarina Martins e Rui Rio se ouviram mutuamente para discordar de tudo. Sem disputar eleitorado, deixaram claras as diferenças de modelo para o país, da saúde ao emprego",https://expresso.pt/expresso/catarina-martins-e-rui-rio-civilizadamente-a-discordar-em-tudo-contra-a-selvajaria,https://expresso.pt/eleicoes-legislativas-2022/catarina-martins-e-rui-rio-civilizadamente-a-discordar-em-tudo-contra-a-selvajaria/,,"Catarina Martins e Rui Rio: civilizadamente a discordar em tudo, contra a “selvajaria“ - Expresso","O debate até começou com um tema de “selvajaria“, como definiu a coordenadora do Bloco: a prisão perpétua trazida para a campanha por André Ventura. Mas o que se seguiu foi um debate civilizado, em que Catarina Martins e Rui Rio se ouviram mutuamente para discordar de tudo. Sem disputar ele...",,,,157,2.34
CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155138,1138409,2022-01-06 00:26:00 WET,2022-01-06,00:26:00,Photo,156,49,87,4,0,1,13,0,2,0,,-,0,0,0,N/A,https://www.facebook.com/101826228779402/posts/230907059204651,Ventura explorou o divórcio entre Joacine Katar Moreira e o Livre para desvalorizar o confronto com Rui Tavares. O fundador do Livre também desenterrou ‘esqueletos’ a Ventura. Veja o debate na íntegra em https://swki.me/rwibWOEf:=:https://cnnportugal.iol.pt/rui-tavares/andre-ventura/rendimento-universal-junta-socrates-e-salgado-ao-debate-livre-chega-joacine-foi-o-fantasma-de-servico/20520105/61d623d10cf2cc58e7db6310,https://www.facebook.com/cnnportugal/photos/a.129237229371635/230905159204841/?type=3,,As frases que marcaram o debate entre Livre e Chega CNN PORTUGAL,Photos from CNN Portugal's post,,,,,156,-1.97
