circulo,partido,nome,tipo
Açores,CHEGA,Pedro Miguel Ramalho Furtado Rodrigues,suplente
Açores,CHEGA,Rui Virgílio Pires Toste da Silva,suplente
Açores,CHEGA,Maria Eleonora Pereira Bettencourt,suplente
Açores,CHEGA,Miguel António Taveira Franco Sousa Arruda,suplente
Açores,PPD/PSD - CDS-PP - PPM – AD/ALIANÇA Democrática,Paulo Alexandre Luís Botelho Moniz,efetivo
Açores,PPD/PSD - CDS-PP - PPM – AD/ALIANÇA Democrática,Francisco José Duarte Pimentel,efetivo
Açores,PPD/PSD - CDS-PP - PPM – AD/ALIANÇA Democrática,Ilídia Maria da Silva Fialho Quadrado,efetivo
Açores,PPD/PSD - CDS-PP - PPM – AD/ALIANÇA Democrática,Eunice Maria Pinheiro Sousa,efetivo
Açores,PPD/PSD - CDS-PP - PPM – AD/ALIANÇA Democrática,Emanuel Raimundo Pereira de Sousa,efetivo
Açores,PPD/PSD - CDS-PP - PPM – AD/ALIANÇA Democrática,Judite da Conceição Azevedo Simas,suplente
Açores,PPD/PSD - CDS-PP - PPM – AD/ALIANÇA Democrática,Daniel Lima da Silva,suplente
Açores,PPD/PSD - CDS-PP - PPM – AD/ALIANÇA Democrática,Ana Catarina Brasil Silveira,suplente
Açores,PPD/PSD - CDS-PP - PPM – AD/ALIANÇA Democrática,João António Mendes Mendonça,suplente
Açores,PPD/PSD - CDS-PP - PPM – AD/ALIANÇA Democrática,Ricardo Beato Gomes Vieira,suplente
Açores,BE,Jéssica Costa Pacheco,efetivo
Açores,BE,Hugo Alexandre da Silva Bettencourt,efetivo
Açores,BE,Aurora Maria Agostinho Ribeiro,efetivo
Açores,BE,Pedro Gaspar Amaral,efetivo
Açores,BE,Vera Lúcia Pinheiro Pires,efetivo
Açores,BE,Paulo Rogério Ávila Fontes,suplente
Açores,BE,Sandro Paulo de Medeiros Dias Ferreira,suplente
Açores,Ergue-te,Roque Manuel da Silva Gaio e Melo de Almeida,efetivo
Açores,Ergue-te,Jaime Bettencourt de Carvalho Machado,efetivo
Açores,Ergue-te,Mafalda de Castro Amaro Pereira Coutinho,efetivo
Açores,Ergue-te,Luís de Utra Machado Pinto Coelho,efetivo
Açores,Ergue-te,Anabela Carvalho Antunes,efetivo
Açores,Ergue-te,Manuel António Martins Vinagre,suplente
Açores,Ergue-te,Luísa Maria Pereira Teles,suplente
Açores,Ergue-te,Mónica Alexandra Ramos Martins,suplente
Açores,Ergue-te,Diogo Miguel da Silva Pinto,suplente
Açores,Ergue-te,José Miguel Lopes Palminha Valente,suplente
Açores,PAN,Ana Maria Paulo Teixeira,efetivo
Açores,PAN,Frederico de Ornelas Bruges Cavaleiro Ferreira,efetivo
Açores,PAN,Sónia Alexandra Ramalho Domingos,efetivo
Açores,PAN,Dinarte Manuel Andrade Pimentel,efetivo
Açores,PAN,Lúcia de Freitas Silva,efetivo
Açores,PAN,Maria Goretti Rodrigues Marcos Cardoso,suplente
Açores,PAN,Alexandre Miguel Dias Costa,suplente
Açores,PAN,Micaela Dutra da Costa Salema Bicudo,suplente
Açores,PAN,Bianca Giselle Farinha dos Santos,suplente
Açores,R.I.R.,Eva Maria Bettencourt da Rosa,efetivo
Açores,R.I.R.,Bruno Miguel Pimentel Martins,efetivo
Açores,R.I.R.,Cátia Sofia Sousa Teixeira,efetivo
Açores,R.I.R.,Rui Manuel Gomes Tomé Reis,efetivo
Açores,R.I.R.,Maria Correia Dias Reis,efetivo
Açores,R.I.R.,Francisco Correia Dias,suplente
Açores,R.I.R.,Maria Renilda Tomé,suplente
Açores,IL,Pedro Miguel de Borba Ferreira,efetivo
Açores,IL,Hugo Berto da Costa Sousa Almeida,efetivo
Açores,IL,Raquel Maria da Silva Gonçalves e Vieira Gomes,efetivo
Açores,IL,Luis Filipe Monteiro de Campos,efetivo
Açores,IL,Rúben Miguel Costa Reis,efetivo
Açores,IL,Joana da Costa Lima,suplente
Açores,IL,Pedro Miguel Santos Cavaleiro,suplente
Açores,IL,Júlia dos Santos Ferreira Espínola,suplente
Aveiro,PCTP/MRPP,João Manuel Valente Pinto,efetivo
Aveiro,PCTP/MRPP,Marisa Cristina Oliveira Gomes,efetivo
Aveiro,PCTP/MRPP,José Manuel Lemos Matos de Carvalho,efetivo
Aveiro,PCTP/MRPP,Cristina Marques Oliveira,efetivo
Aveiro,PCTP/MRPP,Nelson Moreira das Neves,efetivo
Aveiro,PCTP/MRPP,José Pedro Teixeira Magalhães,efetivo
Aveiro,PCTP/MRPP,Maria Júlia Gomes dos Santos,efetivo
Aveiro,PCTP/MRPP,Hugo Miguel da Silva Cardoso,efetivo
Aveiro,PCTP/MRPP,Susana Maria Carreira Ferreira,efetivo
Aveiro,PCTP/MRPP,Artur Jorge Tavares Prado Ferreira,efetivo
Aveiro,PCTP/MRPP,Cristina Maria Jesus Pereira,efetivo
Aveiro,PCTP/MRPP,Sérgio Nuno Pereira Dias,efetivo
Aveiro,PCTP/MRPP,Yolanda Audine da Conceição Tavares Monteiro Garcia e Azevedo,efetivo
Aveiro,PCTP/MRPP,Tiago Filipe Marques da Costa,efetivo
Aveiro,PCTP/MRPP,Filipa Maria Valinho Moutela Almeida,efetivo
Aveiro,PCTP/MRPP,José Paulo Ferreira Monteiro Rebocho,efetivo
Aveiro,PCTP/MRPP,Margarida Andreia Gomes dos Santos,suplente
Aveiro,PCTP/MRPP,António Luís de Castro Carvalho,suplente
Aveiro,PCTP/MRPP,Ana Madalena Guimarães de Lemos,suplente
Aveiro,PPD/PSD,António Milton Topa Gomes,efetivo
Aveiro,PPD/PSD,Maria Paula da Graça Cardoso,efetivo
Aveiro,PPD/PSD,Ricardo Bastos Sousa,efetivo
Aveiro,PPD/PSD,Helga Alexandra Freire Correia,efetivo
Aveiro,PPD/PSD,Rui Miguel Rocha da Cruz,efetivo
Aveiro,PPD/PSD,Carla Manuela de Sousa Madureira,efetivo
Aveiro,PPD/PSD,Rui Filipe Vilar Gomes,efetivo
Aveiro,PPD/PSD,Jorge António Tavares de São José,efetivo
Aveiro,PPD/PSD,Susana Maria de Oliveira Lamas,efetivo
Aveiro,PPD/PSD,Ângelo José de Jesus Soares,efetivo
Aveiro,PPD/PSD,Adriana Helena da Silva Rodrigues,efetivo
Aveiro,PPD/PSD,António José de Oliveira e Sousa,efetivo
Aveiro,PPD/PSD,Elisabete Figueiredo Soares,efetivo
Aveiro,PPD/PSD,Jéssica Catarina Dias Gaudêncio,efetivo
Aveiro,PPD/PSD,Rui Manuel de Jesus Correia,efetivo
Aveiro,PPD/PSD,Diana Carolina de Jesus Santos Luzio,efetivo
Aveiro,PPD/PSD,Nuno Ricardo Fernandes Pires,suplente
Aveiro,PPD/PSD,Teresa Margarida Costa Ferraz Alves,suplente
Aveiro,PPD/PSD,Tiago Daniel Santos Palha,suplente
Aveiro,PPD/PSD,Daniela Pereira Loureiro dos Anjos,suplente
Aveiro,PPD/PSD,Regina Maria Pinto da Fonseca Ramos Bastos,suplente
Aveiro,CDS/PP,Martim José Rosado Borges de Freitas,efetivo
Aveiro,CDS/PP,José António Nogueira Souto Amaro Pereira,efetivo
Aveiro,CDS/PP,Lília Ana da Cruz Oliveira Martins Águas,efetivo
Aveiro,CDS/PP,Fernando Manuel Carvalho Camelo Almeida,efetivo
Aveiro,CDS/PP,Ana Rita Ferreira Ramos,efetivo
Aveiro,CDS/PP,António Mário Carvalho Sousa,efetivo
Aveiro,CDS/PP,Liliana de Oliveira da Cruz,efetivo
Aveiro,CDS/PP,António Pinto Moreira,efetivo
Aveiro,CDS/PP,Sandra Marisa Queiroz Ferreira da Silva,efetivo
Aveiro,CDS/PP,Carlos Augusto Oliveira Valente,efetivo
Aveiro,CDS/PP,António Jesus Falcão Pereira,efetivo
Aveiro,CDS/PP,Sandra Cristina Calisto Roque,efetivo
Aveiro,CDS/PP,Sandra Isabel Silva Melo de Almeida,efetivo
Aveiro,CDS/PP,Pedro Tomás Pereira Marques,efetivo
Aveiro,CDS/PP,Ana Patrícia Vinhal Matos Sanches,efetivo
Aveiro,CDS/PP,Marco António Dias Carvalho,efetivo
Aveiro,CDS/PP,Carlota de Oliveira Miranda,suplente
Aveiro,CDS/PP,Daniel José Valente Oliveira,suplente
Aveiro,CDS/PP,Lucília Maria Pinho das Neves Mateus,suplente
Aveiro,CDS/PP,José Manuel de Jesus Laranjeira,suplente
Aveiro,CDS/PP,André de Campos Silvestre Fevereiro Chambel,suplente
Aveiro,Ergue-te,Anselmo Filipe Brandão Gonçalves de Oliveira,efetivo
Aveiro,Ergue-te,Carlos Bernardino Brandão Teixeira,efetivo
Aveiro,Ergue-te,Herondina Joaquina de Almeida Figueiredo Araújo,efetivo
Aveiro,Ergue-te,Irene Cristina de Sousa Cardoso,efetivo
Aveiro,Ergue-te,Rui Filipe Fardilho Reis,efetivo
Aveiro,Ergue-te,José Joaquim Vergueiro de Sousa Pereira Osório,efetivo
Aveiro,Ergue-te,Olga Sofia Vaz de Aguiar Gaspar,efetivo
Aveiro,Ergue-te,Nelson Miguel de Sousa dos Santos,efetivo
Aveiro,Ergue-te,Hugo Manuel dos Santos Florêncio,efetivo
Aveiro,Ergue-te,Cristina Rafaela da Silva Oliveira,efetivo
Aveiro,Ergue-te,Sérgio Manuel Silva Santos,efetivo
Aveiro,Ergue-te,Pedro Miguel Azevedo Freitas,efetivo
Aveiro,Ergue-te,Crisália Joaquina Almeida Figueiredo Araújo,efetivo
Aveiro,Ergue-te,Joaquim Artur Pereira Westermam,efetivo
Aveiro,Ergue-te,Diamantino Silva Lopes,efetivo
Aveiro,Ergue-te,Maria Elvira Teixeira Brandão,efetivo
Aveiro,Ergue-te,Maria Adília Brandão Azevedo,suplente
Aveiro,Ergue-te,Vítor Hugo Tavares Araújo,suplente
Aveiro,Ergue-te,Carminda Maria dos Santos Silva,suplente
Aveiro,Ergue-te,André Ricardo Fernandes Correia,suplente
Aveiro,MAS,Daniel Pereira Martins,efetivo
Aveiro,MAS,Inês Neto da Silva,efetivo
Aveiro,MAS,Estevão Lavado Espadilho,efetivo
Aveiro,MAS,Rodrigo Machado Nogueira,efetivo
Aveiro,MAS,Nídia Filipa dos Reis Moreira,efetivo
Aveiro,MAS,Cristina Maria Coutinho Ferreira,efetivo
Aveiro,MAS,Lino Miguel Fernandes de Oliveira,efetivo
Aveiro,MAS,Ana Rosa Rodrigues Vendas Fernandes,efetivo
Aveiro,MAS,Filipa Marina da Silva Martins,efetivo
Aveiro,MAS,João Paulo Torres dos Santos,efetivo
Aveiro,MAS,Maria dos Prazeres Coutinho da Silva Pinho,efetivo
Aveiro,MAS,Maria Adelaide Lima de Pinho,efetivo
Aveiro,MAS,Paulo Manuel Carvalho Machado,efetivo
Aveiro,MAS,Zélia Maria Silva Coutinho Branco,efetivo
Aveiro,MAS,Rosinda Helena de Jesus Marta,efetivo
Aveiro,MAS,Paulo Jorge dos Santos Vasconcelos,efetivo
Aveiro,MAS,Arminda Conceição Coutinho Silva Ferreira,suplente
Aveiro,MAS,Rúben Leonardo Martins Silva,suplente
Aveiro,LIVRE,Joana Ferreira Filipe,efetivo
Aveiro,LIVRE,João Quintela Santos,efetivo
Aveiro,LIVRE,Aurora Celeste Coelho e Silva Cerqueira,efetivo
Aveiro,LIVRE,Tiago Daniel Vieira da Cruz,efetivo
Aveiro,LIVRE,Laetitia da Costa,efetivo
Aveiro,LIVRE,Miguel Duarte Gonçalves,efetivo
Aveiro,LIVRE,Maria Teresa Braga Paixão de Almeida Leitão,efetivo
Aveiro,LIVRE,Martim Miguel Gomes da Costa de Brito Barreto,efetivo
Aveiro,LIVRE,Cristina Maria Ramalheira de Araújo,efetivo
Aveiro,LIVRE,Gonçalo Salvador Ribeiro e Castro,efetivo
Aveiro,LIVRE,Sofia Perestrelo de Vasconcelos Cardoso Pereira,efetivo
Aveiro,LIVRE,Robert Andros Martins Junqueira,efetivo
Aveiro,LIVRE,Gabriela Ferreira Pinho Souto de Miranda,efetivo
Aveiro,LIVRE,Licínio Aguilar Machado,efetivo
Aveiro,LIVRE,Ana Sofia Lobo Lousada,efetivo
Aveiro,LIVRE,André da Conceição Góis Fernandes,efetivo
Aveiro,LIVRE,Cristina Isabel Pereira Duarte,suplente
Aveiro,LIVRE,Justin da Silva Pereira,suplente
Aveiro,LIVRE,Marta Sofia Gomes Flôr de Oliveira,suplente
Aveiro,LIVRE,Vasco Vieira Cunha,suplente
Aveiro,LIVRE,Maria da Graça Castro Ferreira,suplente
Aveiro,ADN,Bárbara Susana Barbosa dos Santos,efetivo
Aveiro,ADN,António Eduardo Ribeiro Pais de Sá,efetivo
Aveiro,ADN,Maria Luís Vidal Santiago,efetivo
Aveiro,ADN,Nuno José Vilaça da Rocha,efetivo
Aveiro,ADN,Olga Raquel Tenreiro Teixeira,efetivo
Aveiro,ADN,Paulo Jorge Pinho de Lemos,efetivo
Aveiro,ADN,Paulo António de Oliveira e Silva,efetivo
Aveiro,ADN,Nélia Luciana Vilão Bento,efetivo
Aveiro,ADN,Bruno Daniel Nunes de Almeida,efetivo
Aveiro,ADN,Ricardo Jorge de Ventura Rodrigues,efetivo
Aveiro,ADN,Maria Natália Lontro Gil Marques Brás,efetivo
Aveiro,ADN,Ivo Leal França,efetivo
Aveiro,ADN,Maria Eduarda da Rocha Pêgo,efetivo
Aveiro,ADN,Nuno Alexandre Alves Saraiva,efetivo
Aveiro,ADN,Álvaro Tiago Gaspar Capela,efetivo
Aveiro,ADN,Maria Beatriz Ramos de Abreu,efetivo
Aveiro,ADN,José Miguel Ferreira Tafula,suplente
Aveiro,ADN,Olga Ramos de Abreu,suplente
Aveiro,BE,Moisés Salvador Coelho Ferreira,efetivo
Aveiro,BE,Nélson Ricardo Esteves Peralta,efetivo
Aveiro,BE,Sara Raquel Ferreira da Costa,efetivo
Aveiro,BE,Ana Luzia Quintela dos Santos Cruz,efetivo
Aveiro,BE,João Paulo Do Couto Matos,efetivo
Aveiro,BE,Luciana de Oliveira Reis,efetivo
Aveiro,BE,Renato Filipe de Barros Santiago,efetivo
Aveiro,BE,Andreia Bibiana Leite Pinho,efetivo
Aveiro,BE,Eduardo Gabriel Baptista Couto,efetivo
Aveiro,BE,Catarina Matoso Bento de Lucena Valadas,efetivo
Aveiro,BE,João Miguel Moniz Laranjeira Silva,efetivo
Aveiro,BE,Fernanda Maria dos Santos Lopes,efetivo
Aveiro,BE,Rita Alexandra Monteiro Baptista,efetivo
Aveiro,BE,Tiago de Oliveira Paiva,efetivo
Aveiro,BE,Sónia Isabel Lopes de Almeida Pinto,efetivo
Aveiro,BE,Luís Manuel Guedes Mourão Ribeiro,efetivo
Aveiro,BE,Paulo António Pereira de Oliveira,suplente
Aveiro,BE,Isabel Alexandra da Conceição Marques,suplente
Aveiro,BE,Jerónimo dos Santos Dias,suplente
Aveiro,BE,Renata Patrícia Duarte Malta,suplente
Aveiro,BE,António José de Jesus Monteiro,suplente
Aveiro,PCP - PEV - CDU,Adelino da Silva Nunes Pereira,efetivo
Aveiro,PCP - PEV - CDU,Juliana Filipa Carvalho da Silva,efetivo
Aveiro,PCP - PEV - CDU,Fausto Manuel da Silva Neves,efetivo
Aveiro,PCP - PEV - CDU,João José Neto Bernardo Ferreira,efetivo
Aveiro,PCP - PEV - CDU,Cristina Manuela Neves Tavares,efetivo
Aveiro,PCP - PEV - CDU,Joana Filipa Moreira Dias,efetivo
Aveiro,PCP - PEV - CDU,Justino de Jesus Pereira,efetivo
Aveiro,PCP - PEV - CDU,Matilde Santana Ferreira,efetivo
Aveiro,PCP - PEV - CDU,Isabel Cristina Lopes Tavares,efetivo
Aveiro,PCP - PEV - CDU,Nuno Filipe Moreira Teixeira,efetivo
Aveiro,PCP - PEV - CDU,Bruno Rafael Pereira Correia,efetivo
Aveiro,PCP - PEV - CDU,Maria Miguel Sá Tavares Lopes,efetivo
Aveiro,PCP - PEV - CDU,Isabel Cristina Pereira de Sousa Gomes,efetivo
Aveiro,PCP - PEV - CDU,João Miguel Canas Tavares,efetivo
Aveiro,PCP - PEV - CDU,Cláudia Susana Lima Pereira,efetivo
Aveiro,PCP - PEV - CDU,Pedro Alexandre Afonso Marques Tavares,efetivo
Aveiro,PCP - PEV - CDU,Maria Leonor Bergano Xarrama,suplente
Aveiro,PCP - PEV - CDU,Inês Carolina Madeira Rama,suplente
Aveiro,PCP - PEV - CDU,Vítor Manuel Teiga Januário,suplente
Aveiro,PCP - PEV - CDU,Maria de Fátima Gomes Martins da Costa Henriques Flores,suplente
Aveiro,PCP - PEV - CDU,Ana Pedro da Silva Justiça Pereira Peres,suplente
Aveiro,R.I.R.,Alcino dos Santos Ferreira,efetivo
Aveiro,R.I.R.,Joaquim Paulo Barbosa Soares,efetivo
Aveiro,R.I.R.,Patrícia Sousa Gonçalves,efetivo
Aveiro,R.I.R.,Tiago Miguel Lima Oliveira,efetivo
Aveiro,R.I.R.,José Miguel Ferreira da Silva Pereira,efetivo
Aveiro,R.I.R.,Filipa Sofia Valente Sá,efetivo
Aveiro,R.I.R.,José Porfírio Tavares Alves dos Santos,efetivo
Aveiro,R.I.R.,Liliana Maria Santos Ribeiro,efetivo
Aveiro,R.I.R.,Wilson Rodrigues Pinto,efetivo
Aveiro,R.I.R.,Emanuel Mendes Pinho,efetivo
Aveiro,R.I.R.,Cátia Daniela Ferreira da Mota,efetivo
Aveiro,R.I.R.,Martinho José Gonçalves,efetivo
Aveiro,R.I.R.,Maria da Conceição da Silva Rocha Alves,efetivo
Aveiro,R.I.R.,Fábio André de Oliveira Flores,efetivo
Aveiro,R.I.R.,Domitília dos Santos Ferreira Mota,efetivo
Aveiro,R.I.R.,Rui Filipe Tavares Ferreira,efetivo
Aveiro,R.I.R.,Patrícia Isabel da Silva Pereira,suplente
Aveiro,R.I.R.,Nelson Xavier Vilar Capela,suplente
Aveiro,R.I.R.,Mariana Soares Domingues,suplente
Aveiro,PS,Pedro Nuno de Oliveira Santos,efetivo
Aveiro,PS,Cláudia Maria Cruz Santos,efetivo
Aveiro,PS,Carlos Filipe de Andrade Neto Brandão,efetivo
Aveiro,PS,Porfírio Simões de Carvalho e Silva,efetivo
Aveiro,PS,Susana Alexandra Lopes Correia,efetivo
Aveiro,PS,Hugo Daniel Matos Oliveira,efetivo
Aveiro,PS,Joana Isabel Martins Rigueiro de Sá Pereira,efetivo
Aveiro,PS,Bruno Armando Aragão Henriques,efetivo
Aveiro,PS,Rosa Maria Monteiro Venâncio,efetivo
Aveiro,PS,Nuno Pinto de Almeida,efetivo
Aveiro,PS,Paulo Sérgio Gomes Tomaz,efetivo
Aveiro,PS,Domingas Maria Ramos Loureiro,efetivo
Aveiro,PS,Marisa Isabel Valente Couto,efetivo
Aveiro,PS,Bruno Marcelo Regalado Julião,efetivo
Aveiro,PS,Maria de Fátima Reis Laranjo Strecht Ribeiro,efetivo
Aveiro,PS,Délio Manuel Ferreira Carquejo,efetivo
Aveiro,PS,André Miguel Matos Beja Henriques,suplente
Aveiro,PS,Beatriz Manuel Lourenço Soares,suplente
Aveiro,PS,António Jorge Feio Bacelar Vilar,suplente
Aveiro,PS,Ana Maria da Silva,suplente
Aveiro,PS,Maria Manuela Gama do Rio Tomaz Oliveira,suplente
Aveiro,Volt Portugal,André Miguel da Silva Ferreira,efetivo
Aveiro,Volt Portugal,Inês Carolina Reis dos Santos,efetivo
Aveiro,Volt Portugal,Virgílio António Couceiro da Cruz Nogueira,efetivo
Aveiro,Volt Portugal,Ana Rita Granja Cortez,efetivo
Aveiro,Volt Portugal,Rui Hermes Martins Fernandes Nunes,efetivo
Aveiro,Volt Portugal,Mariana Estorninho Reis,efetivo
Aveiro,Volt Portugal,Ricardo Romeu Pereira Ferrão das Neves,efetivo
Aveiro,Volt Portugal,Luna Fernandes Barreto,efetivo
Aveiro,Volt Portugal,Rui Adriano Paiva de Brito Sousa,efetivo
Aveiro,Volt Portugal,Ana Cristina Rodrigues Vicente,efetivo
Aveiro,Volt Portugal,Jorge Manuel Alves Cabaço dos Reis,efetivo
Aveiro,Volt Portugal,Sílvia Maria Pinto Serafim,efetivo
Aveiro,Volt Portugal,José Diogo Pedrosa Liceia,efetivo
Aveiro,Volt Portugal,Cristina Maria Ramos Coelho,efetivo
Aveiro,Volt Portugal,Rui Filipe da Silva Marques,efetivo
Aveiro,Volt Portugal,Diana Matias da Cunha Gil Ferreira,efetivo
Aveiro,Volt Portugal,Mário Jorge Galante Miranda,suplente
Aveiro,Volt Portugal,Maria Madalena Cadima Leite da Silva,suplente
Aveiro,CHEGA,Jorge Manuel de Valsassina Alveias Rodrigues,efetivo
Aveiro,CHEGA,Hugo Daniel Martins de Sousa,efetivo
Aveiro,CHEGA,Maria Dulce Simões de Santiago Miranda,efetivo
Aveiro,CHEGA,Miguel Duarte Vita Martins da Cruz,efetivo
Aveiro,CHEGA,Carlos Manuel da Costa Cerveira Vasques,efetivo
Aveiro,CHEGA,Ana Bela de Jesus Bernardino,efetivo
Aveiro,CHEGA,Alfredo Manuel Saraiva Correia,efetivo
Aveiro,CHEGA,Luís Miguel de Campos Castro,efetivo
Aveiro,CHEGA,Íris Vanessa da Silva Santos Marques,efetivo
Aveiro,CHEGA,Miguel Branco Santos Alves,efetivo
Aveiro,CHEGA,Manuel José Cunha Almeida,efetivo
Aveiro,CHEGA,Sónia dos Santos Quintaneiro,efetivo
Aveiro,CHEGA,Renato Miguel Prata dos Santos,efetivo
Aveiro,CHEGA,Vítor de Oliveira da Conceição,efetivo
Aveiro,CHEGA,Sílvia Manuela Rodrigues Mariz,efetivo
Aveiro,CHEGA,Delfina Alexandra Figueiredo da Silva,efetivo
Aveiro,CHEGA,Marco Filipe Pinho Almeida,suplente
Aveiro,CHEGA,Cheila da Costa Ferreira,suplente
Aveiro,CHEGA,António Fausto Marques Pires,suplente
Aveiro,CHEGA,Cristina Maria Rodrigues Fernandes,suplente
Aveiro,CHEGA,Gisela Carla Prata dos Santos,suplente
Aveiro,JPP,Bruno Graciano Berenguer Pestana,efetivo
Aveiro,JPP,Alfredo de Freitas de Gouveia,efetivo
Aveiro,JPP,Ana Nicole Aguiar de Abreu Pereira,efetivo
Aveiro,JPP,Jéssica Diana Freitas,efetivo
Aveiro,JPP,Arnaldo Rodrigues Hernandez,efetivo
Aveiro,JPP,Bárbara José Brito Nóbrega,efetivo
Aveiro,JPP,Maria Luísa Berenguer Pestana,efetivo
Aveiro,JPP,Francisco Fernando de Quintal Noronha,efetivo
Aveiro,JPP,Sónia Cristina Ferreira Rodrigues,efetivo
Aveiro,JPP,Maria João Gouveia Luís Olim,efetivo
Aveiro,JPP,Emanuel Escórcio Nunes,efetivo
Aveiro,JPP,Paula Lurdes Dias Freitas,efetivo
Aveiro,JPP,Tomás Ranalli,efetivo
Aveiro,JPP,Márcia Dorina Gouveia Andrade,efetivo
Aveiro,JPP,Carlos Gilberto Miranda Pêssego,efetivo
Aveiro,JPP,João Alberto dos Santos Monteiro Bidarra,efetivo
Aveiro,JPP,Gina da Conceição Dias Freitas,suplente
Aveiro,JPP,João Sidónio Mendes Aguiar,suplente
